transit_bool,nopets_bool,nosmok_bool,host_about_bool,fewdays_response_time,1day_response_time,1hour_response_time,fewhours_response_time,host_response_rate,host_identity_verified,is_location_exact,Wheelchair_bool,TV_bool,Hair Dryer_bool,24-Hour_Check-in_bool,Doorman_bool,Kitchen_bool,Smoke_Detector_bool,Clothes_Dryer_bool,Pets_live_in_flat_bool,Free_Parking_bool,Heating_bool,Wireless_Internet_bool,AC_bool,security_deposit,cleaning_fee,instant_bookable,super_strict_canc,moderate_cancellation,strict_cancellation,flexible_cancellation,require_guest_profile_picture,require_guest_phone_verification,output
True,True,True,True,False,False,True,False,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,True,False,False,False,False,51.86138613861386
False,True,True,False,False,False,True,False,0.96,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,0.09999999999999999,0.0,True,False,False,True,False,False,False,1.0112359550561798
False,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,1.9787234042553192
False,True,True,False,False,False,True,False,0.96,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,0.09999999999999999,0.0,True,False,False,True,False,False,False,1.1797752808988764
False,False,False,True,False,False,True,False,0.96,True,True,False,False,True,False,False,False,True,True,False,False,True,True,True,0.0,0.016666666666666666,True,False,True,False,False,False,False,24.25
False,True,True,False,False,False,True,False,0.96,True,False,False,False,True,True,False,True,True,True,False,True,True,True,False,0.09999999999999999,0.0,True,False,False,True,False,False,False,0.2222222222222222
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,12.537313432835822
False,False,True,True,False,False,False,True,0.96,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,0.6756756756756757
True,False,True,True,False,False,False,True,0.96,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,3.3037974683544302
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,0.5714285714285714
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,5.714285714285714
True,False,False,True,False,False,False,True,0.96,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,1.3513513513513513
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,22.0
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,0.9459459459459459
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,3.244186046511628
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,4.043478260869565
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,False,True,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,0.0
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,20.3855421686747
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,19.384615384615383
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,3.244186046511628
True,False,False,False,False,False,False,True,0.96,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.10526315789473684,0.16666666666666669,False,False,False,True,False,False,False,10.324858757062147
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,3.9324324324324325
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,3.244186046511628
False,False,False,False,False,True,False,False,0.96,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.0,0.05,False,False,False,True,False,False,False,10.060975609756097
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,0.3864734299516908
False,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,2.2222222222222223
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,14.098591549295774
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,10.73049645390071
False,False,False,False,False,True,False,False,0.96,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,0.0,0.03333333333333333,False,False,False,True,False,False,False,15.868421052631579
False,False,False,False,False,True,False,False,0.96,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.0,0.05,False,False,False,True,False,False,False,5.7657657657657655
False,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,0.7352941176470589
False,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,5.277777777777778
True,False,False,True,False,True,False,False,0.96,True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,0.0,0.0,False,False,False,False,True,False,False,3.287671232876712
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,3.4671532846715327
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,9.583333333333334
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,3.4527027027027026
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,1.6216216216216217
True,False,False,False,False,True,False,False,0.96,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.0,0.05,False,False,False,True,False,False,False,34.76439790575916
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,2.7027027027027026
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,15.872093023255815
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,0.5517241379310345
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,9.156626506024097
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,58.10526315789474
True,False,True,True,False,False,False,True,0.96,True,True,False,True,False,False,False,True,True,True,True,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,0.3108108108108108
True,False,False,True,False,False,False,True,0.96,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,6.306569343065694
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,7.45945945945946
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,10.36144578313253
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,1.1627906976744187
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,1.9565217391304348
True,False,False,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,3.0348837209302326
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,3.108108108108108
False,False,True,False,False,False,False,True,0.96,False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,0.21052631578947367,0.08333333333333334,False,False,False,True,False,False,False,0.23460410557184752
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,8.638297872340425
True,False,True,True,False,False,False,True,0.96,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,True,0.6042296072507553
True,True,True,True,False,False,True,False,0.9500000000000001,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,0.3157894736842105,0.0,False,False,True,False,False,False,False,5.904761904761905
True,True,False,False,False,False,True,False,0.9500000000000001,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,0.21052631578947367,0.16666666666666669,True,False,False,True,False,False,False,57.16814159292036
True,True,True,True,False,False,True,False,0.9500000000000001,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,0.3157894736842105,0.0,False,False,True,False,False,False,False,3.036734693877551
True,True,True,True,False,False,True,False,0.9500000000000001,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,0.3157894736842105,0.0,False,False,True,False,False,False,False,5.523255813953488
False,True,True,False,False,False,True,False,0.9500000000000001,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.0,0.03333333333333333,False,False,True,False,False,False,False,7.8431372549019605
False,False,False,False,False,False,False,True,0.9500000000000001,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False,1.3636363636363635
True,False,False,True,False,False,False,True,0.9500000000000001,True,True,False,False,True,False,False,True,True,True,False,True,True,True,False,0.0,0.03333333333333333,False,False,False,True,False,False,False,12.026936026936028
True,False,False,True,False,False,False,True,0.9500000000000001,True,True,False,True,False,False,False,True,True,True,False,True,True,False,True,0.0,0.0,False,False,False,False,True,False,False,21.3953488372093
False,False,False,False,False,False,False,True,0.9500000000000001,True,False,False,True,False,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,True,False,False,False,False,21.363095238095237
True,False,False,True,False,False,False,True,0.9500000000000001,True,True,False,False,True,False,False,True,True,True,False,True,True,True,False,0.0,0.03333333333333333,False,False,False,True,False,False,False,14.51006711409396
True,False,True,True,False,True,False,False,0.9500000000000001,True,False,False,True,False,True,False,True,True,True,False,True,True,True,True,0.0,0.0,False,False,False,False,True,False,False,14.83529411764706
True,False,False,True,False,True,False,False,0.9500000000000001,True,True,False,True,False,False,False,True,True,True,True,True,True,True,False,0.0,0.15000000000000002,False,False,False,True,False,False,False,6.347058823529411
False,False,False,True,False,False,False,True,0.9500000000000001,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,0.0,0.0,False,False,False,True,False,False,False,1.9852941176470589
True,False,False,True,False,True,False,False,0.9500000000000001,True,True,False,True,False,False,False,True,True,True,True,True,True,True,False,0.0,0.16333333333333333,False,False,False,True,False,False,False,33.52325581395349
True,False,False,True,False,False,False,True,0.9500000000000001,True,True,False,False,True,False,False,True,True,True,False,True,True,True,False,0.0,0.03333333333333333,False,False,False,True,False,False,False,18.556701030927837
True,False,False,True,False,False,False,True,0.9500000000000001,True,True,False,False,True,False,False,True,True,True,False,True,True,True,False,0.0,0.03333333333333333,False,False,False,True,False,False,False,8.797752808988765
False,False,False,True,False,False,True,False,0.9400000000000001,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.0,0.03333333333333333,True,False,True,False,False,False,False,26.94034090909091
False,False,False,False,False,False,True,False,0.9400000000000001,True,True,False,False,True,True,False,True,True,True,False,False,True,True,False,0.0,0.03333333333333333,False,False,False,False,True,False,False,8.837209302325581
False,False,False,True,False,False,True,False,0.9400000000000001,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True,0.10526315789473684,0.16666666666666669,False,False,True,False,False,False,False,5.308333333333334
False,False,False,True,False,False,True,False,0.9400000000000001,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,0.0,0.03333333333333333,True,False,True,False,False,False,False,32.530434782608694
True,False,True,True,False,False,True,False,0.9400000000000001,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,0.0,0.0,True,False,True,False,False,False,False,33.06501547987616
False,False,False,True,False,False,True,False,0.9400000000000001,True,True,False,True,False,False,False,True,True,True,False,True,False,True,True,0.0,0.03333333333333333,True,False,True,False,False,False,False,13.975155279503106
False,False,False,True,False,False,True,False,0.9400000000000001,True,True,False,True,True,True,False,True,False,True,False,False,True,True,True,0.0,0.0,True,False,False,False,True,False,False,6.509433962264151
False,False,False,False,False,False,False,True,0.9400000000000001,True,True,False,False,False,False,False,True,True,True,False,True,True,True,False,0.0,0.08333333333333334,False,False,False,True,False,False,False,1.0943396226415094
True,False,False,True,False,False,False,True,0.9400000000000001,True,False,False,False,True,True,False,False,False,True,False,False,True,True,True,0.0,0.0,False,False,False,False,True,False,False,47.61904761904762
True,False,False,True,False,True,False,False,0.9400000000000001,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,0.0,0.16666666666666669,False,False,False,False,True,False,False,6.3354430379746836
False,True,True,True,False,False,False,True,0.9400000000000001,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,0.10526315789473684,0.0,False,False,True,False,False,False,False,7.438311688311688
False,True,True,True,False,True,False,False,0.9400000000000001,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True,0.0,0.26666666666666666,False,True,False,True,False,False,False,3.5714285714285716
True,True,True,True,False,False,False,True,0.9400000000000001,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,0.10526315789473684,0.13333333333333333,False,False,True,False,False,False,False,13.158227848101266
False,False,False,True,False,False,False,True,0.9400000000000001,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.10526315789473684,0.15000000000000002,False,False,True,False,False,False,False,19.79933110367893
True,True,True,True,False,False,False,True,0.9400000000000001,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,0.10526315789473684,0.11666666666666667,False,False,True,False,False,False,False,13.391304347826088
True,True,True,True,False,False,False,True,0.9400000000000001,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,0.10526315789473684,0.11666666666666667,False,False,True,False,False,False,False,19.815181518151814
False,False,False,True,False,False,False,True,0.9400000000000001,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,0.10526315789473684,0.15000000000000002,False,False,True,False,False,False,False,16.255737704918033
False,False,True,False,False,False,False,True,0.9400000000000001,False,True,False,True,False,False,False,True,True,True,False,True,True,True,True,0.0,0.16666666666666669,False,False,False,True,False,False,False,4.461756373937677
False,False,False,True,False,False,True,False,0.93,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.2631578947368421,0.0,True,False,False,True,False,False,False,34.23529411764706
True,False,True,False,False,True,False,False,0.93,True,True,False,False,False,True,False,True,True,False,False,False,True,True,False,0.3157894736842105,0.16666666666666669,False,False,False,True,False,False,False,2.73972602739726
True,False,True,False,False,True,False,False,0.93,True,True,False,False,False,True,False,True,True,False,False,False,True,True,False,0.3157894736842105,0.16666666666666669,False,False,False,True,False,False,False,0.7948717948717948
True,False,True,True,False,False,False,True,0.93,False,True,False,True,False,False,False,True,True,False,True,False,True,True,True,0.0,0.03333333333333333,False,False,True,False,False,False,False,54.375
True,False,False,False,False,False,False,True,0.93,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,0.0,0.16666666666666669,False,False,True,False,False,False,False,0.970873786407767
True,False,False,True,False,False,False,True,0.93,False,True,False,True,True,False,False,True,False,True,True,False,True,True,True,0.3157894736842105,0.08333333333333334,False,False,True,False,False,False,False,101.25
True,False,False,False,False,False,False,True,0.93,False,False,False,True,False,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,False,True,False,False,1.1976047904191616
True,False,False,True,False,False,False,True,0.93,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,0.0,False,False,False,False,True,False,False,0.9789473684210527
True,False,False,True,False,True,False,False,0.93,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.25,False,False,False,True,False,False,False,89.13793103448276
True,False,False,False,False,True,False,False,0.93,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,0.3157894736842105,0.16666666666666669,False,False,False,True,False,False,False,1.0588235294117647
True,False,True,False,False,True,False,False,0.93,True,True,False,False,False,False,False,True,True,False,False,True,True,True,False,0.3157894736842105,0.16666666666666669,False,False,False,True,False,False,False,1.3380281690140845
True,False,True,False,False,True,False,False,0.93,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,0.3157894736842105,0.16666666666666669,False,False,False,True,False,False,False,0.29411764705882354
True,False,True,False,False,True,False,False,0.93,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.3157894736842105,0.16666666666666669,False,False,False,True,False,False,False,0.29411764705882354
False,False,False,True,False,True,False,False,0.93,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,0.0,0.0,False,False,False,False,True,False,False,3.5671232876712327
False,False,False,False,False,True,False,False,0.93,False,True,False,True,False,False,False,True,True,True,False,False,True,True,False,0.0,0.0,False,False,True,False,False,False,False,0.823045267489712
True,False,True,True,False,True,False,False,0.93,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,0.10526315789473684,0.0,False,False,True,False,False,False,False,41.80327868852459
False,False,False,False,False,True,False,False,0.93,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,0.0,0.0,False,False,False,False,True,False,False,1.1764705882352942
True,False,False,False,False,False,True,False,0.92,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,0.21052631578947367,0.08333333333333334,False,False,True,False,False,False,False,140.08474576271186
False,False,False,False,False,False,True,False,0.92,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.0,0.0,False,False,False,False,True,False,False,7.2155172413793105
False,False,False,False,False,False,True,False,0.92,True,True,False,True,False,True,False,True,True,False,False,False,True,True,False,0.0,0.0,True,False,False,False,True,False,False,12.0859375
True,False,False,True,False,False,True,False,0.92,False,True,False,True,False,False,False,True,True,False,False,True,True,True,True,0.0,0.4633333333333334,True,False,False,True,False,False,False,10.641129032258064
True,False,False,True,False,False,True,False,0.92,False,True,False,True,False,False,False,True,True,False,False,True,True,True,True,0.0,0.4633333333333334,True,False,False,True,False,False,False,7.041782729805014
True,False,True,True,False,False,True,False,0.92,False,True,False,True,False,False,False,True,True,False,False,True,True,True,True,0.0,0.4633333333333334,True,False,False,True,False,False,False,4.226256983240224
True,False,True,True,False,False,True,False,0.92,False,True,False,True,False,False,False,True,True,True,False,True,True,True,True,0.0,0.4633333333333334,True,False,False,True,False,False,False,6.0835654596100275
True,False,False,True,False,False,True,False,0.92,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,0.21052631578947367,0.0,False,False,True,False,False,False,False,14.285714285714286
True,False,False,True,False,False,True,False,0.92,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,0.21052631578947367,0.1,False,False,False,True,False,False,False,2.898550724637681
False,False,False,True,False,False,False,True,0.92,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.42105263157894735,0.03333333333333333,False,False,True,False,False,False,False,151.66666666666666
True,False,False,True,False,False,False,True,0.92,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,0.0,0.0,False,False,False,True,False,True,True,42.56
True,False,False,True,False,False,False,True,0.92,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,0.0,0.0,False,False,False,True,False,True,True,23.67867867867868
True,False,True,True,False,True,False,False,0.92,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.15789473684210525,0.0,False,False,False,True,False,False,False,12.172131147540984
True,False,True,True,False,False,False,True,0.92,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,0.0,0.0,False,False,False,True,False,True,True,8.52191235059761
True,False,True,True,False,False,False,True,0.92,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,0.0,0.0,False,False,False,True,False,True,True,9.738955823293173
True,False,False,True,False,False,False,True,0.92,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,0.0,0.0,False,False,False,False,True,False,False,3.4408602150537635
False,False,False,True,False,False,False,True,0.92,True,True,False,True,True,True,False,True,True,True,True,False,False,True,False,0.0,0.0,False,False,False,False,True,False,False,1.3675213675213675
False,False,False,True,False,False,False,True,0.92,True,True,False,True,True,False,False,True,True,True,False,False,False,True,False,0.0,0.08333333333333334,False,False,False,False,True,False,False,1.5384615384615385
True,True,True,True,False,True,False,False,0.92,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,0.0,0.16666666666666669,False,False,False,True,False,False,False,8.495575221238939
False,False,False,True,False,True,False,False,0.92,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.15789473684210525,0.25,False,False,True,False,False,False,False,7.985185185185185
True,False,False,False,False,True,False,False,0.92,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.7894736842105263,0.15000000000000002,False,False,False,True,False,False,False,6.741573033707865
False,False,False,True,False,False,False,True,0.92,True,True,False,False,False,True,False,False,True,True,False,False,True,True,True,0.21052631578947367,0.023333333333333334,False,False,False,True,False,False,False,5.704477611940298
True,False,False,True,False,False,False,True,0.92,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,0.0,True,False,True,False,False,False,False,10.83974358974359
False,False,False,True,False,False,False,True,0.92,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.0,0.0,True,False,False,False,True,False,False,6.824120603015075
False,False,False,True,False,False,False,True,0.92,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,True,False,False,False,True,False,False,10.612244897959183
True,True,True,False,False,False,False,True,0.92,True,True,False,True,True,False,False,True,True,True,True,False,True,True,True,0.0,0.16666666666666669,False,False,False,True,False,False,False,5.333333333333333
True,False,False,True,False,False,False,True,0.92,True,True,False,False,True,False,False,True,True,True,True,False,True,True,False,0.10526315789473684,0.16666666666666669,False,False,True,False,False,False,False,10.292397660818713
False,False,False,True,False,True,False,False,0.92,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.10526315789473684,0.0,False,False,False,True,False,False,False,7.3907284768211925
True,False,True,True,False,False,False,True,0.92,True,True,False,False,False,False,False,True,True,True,True,False,True,True,True,0.0,0.0,False,False,False,True,False,True,True,4.838709677419355
False,False,False,True,False,False,False,True,0.91,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False,5.627450980392157
True,False,True,True,False,False,True,False,0.91,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,0.3157894736842105,0.25,False,False,False,True,False,False,False,0.5128205128205128
True,True,True,False,False,False,False,True,0.91,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.2631578947368421,0.16666666666666669,False,False,False,True,False,False,False,32.333333333333336
False,False,False,True,False,False,False,True,0.91,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False,9.0
False,False,False,True,False,False,False,True,0.91,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False,10.8
False,False,False,False,False,False,False,True,0.91,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.1,False,False,False,True,False,False,False,6.229508196721311
False,False,False,True,False,False,False,True,0.91,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False,13.288590604026846
False,False,False,True,False,False,False,True,0.91,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False,9.387096774193548
False,False,True,False,False,False,False,True,0.91,False,True,False,True,False,True,True,True,True,True,False,False,True,True,True,0.0,0.26666666666666666,False,False,False,True,False,False,False,11.07773851590106
False,False,False,True,False,False,False,True,0.91,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False,0.45045045045045046
False,False,False,False,False,False,False,True,0.91,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.26666666666666666,True,False,False,True,False,False,False,4.209150326797386
False,False,False,True,False,False,False,True,0.91,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False,3.4972677595628414
False,False,False,True,False,False,False,True,0.91,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False,1.306532663316583
True,False,False,True,False,False,False,True,0.91,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False,11.973684210526315
False,False,False,True,False,False,False,True,0.91,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False,2.748768472906404
False,False,False,True,False,False,False,True,0.91,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False,4.777777777777778
True,False,False,True,False,False,True,False,0.9,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,False,True,False,False,5.2631578947368425
True,False,False,True,False,False,True,False,0.9,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.06666666666666667,True,False,False,True,False,False,False,15.478827361563518
True,True,False,True,False,False,True,False,0.9,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.2631578947368421,0.25,False,False,False,True,False,False,False,15.428571428571429
True,False,False,False,False,False,True,False,0.9,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.5263157894736842,0.26666666666666666,True,False,True,False,False,False,False,30.996805111821086
True,False,False,True,False,False,True,False,0.9,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.5263157894736842,0.33333333333333337,False,False,False,False,True,False,False,0.7648725212464589
True,True,True,True,False,False,True,False,0.9,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,0.3157894736842105,0.33333333333333337,False,False,False,True,False,False,False,1.5037593984962405
True,False,True,True,False,False,True,False,0.9,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,0.0,0.0,False,False,False,False,True,False,False,0.547945205479452
False,False,False,False,False,False,True,False,0.9,False,True,False,True,False,False,False,True,True,False,True,True,False,False,True,0.09999999999999999,0.16666666666666669,True,False,False,False,True,False,False,2.7027027027027026
True,False,False,False,False,False,True,False,0.9,True,True,False,True,False,False,True,True,True,False,False,False,True,True,False,0.0,0.11666666666666667,False,False,False,False,True,False,False,0.9315068493150684
True,False,True,True,False,False,True,False,0.9,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,0.3157894736842105,0.33333333333333337,False,False,False,True,False,False,False,16.565625
